tile,frame,n,median,iqr,p5,p25,p50,p75,p95,pn5,pn25,pn50,pn75,pn95
E-8_N32,J06_047131_2124_XN_32N006W,52980,119.099609375,37.27587890625,83.496630859375,103.907958984375,119.099609375,141.183837890625,178.97216796874994,-0.9551211013740977,-0.407546403636316,0.0,0.592453596363684,1.6062011239045846
E-8_N32,K02_054159_2164_XI_36N007W,494,141.7646484375,24.17626953125,111.8947265625,131.00537109375,141.7646484375,155.181640625,175.626416015625,-1.2355058267525703,-0.44503463736796395,0.0,0.554965362632036,1.4006200391816295
E-8_N32,K03_054660_2181_XN_38N005W,14107,79.03125,24.798828125,56.912890625,69.26513671875,79.03125,94.06396484375,138.3314453125,-0.8919114751516105,-0.39381349925179177,0.0,0.6061865007482082,2.3912499015515474
E-8_N32,K05_055227_2175_XN_37N004W,913,158.2705078125,10.6943359375,141.66796875,152.7802734375,158.2705078125,163.474609375,172.282421875,-1.552460962469181,-0.513377773719295,0.0,0.48662222628070495,1.3102182449091417
E-8_N32,P20_008719_2181_XN_38N007W,51939,155.33203125,14.82275390625,137.3646484375,147.86865234375,155.33203125,162.69140625,178.0466796875,-1.212148763053003,-0.5035082518035379,0.0,0.4964917481964621,1.532417564317949
E-8_N32,P20_008864_2167_XN_36N007W,15623,151.60546875,17.978515625,123.6115234375,141.99169921875,151.60546875,159.97021484375,175.370703125,-1.5570776751765347,-0.5347365562194459,0.0,0.46526344378055406,1.3218685497012497
E-8_N32,P21_009365_2169_XN_36N006W,28037,157.78125,28.5439453125,106.1515625,141.537109375,157.78125,170.0810546875,179.81015624999998,-1.8087789524102775,-0.5690923397995142,0.0,0.4309076602004858,0.7717540798522008
E-8_N32,P21_009431_2171_XN_37N008W,6295,138.2275390625,63.6884765625,5.2615234375,85.265625,138.2275390625,148.9541015625,167.20761718749995,-2.0877562598708925,-0.8315776561326035,0.0,0.16842234386739655,0.45502859683824687
E0_N40,B01_009958_2210_XI_41N356W,171537,126.2568359375,38.9189453125,75.966796875,103.591796875,126.2568359375,142.5107421875,163.728515625,-1.292173738488947,-0.5823651920808973,0.0,0.4176348079191027,0.9628133390209018
E0_N40,B01_010103_2236_XI_43N355W,11670,95.0322265625,32.090576171875,61.94013671875,76.361083984375,95.0322265625,108.45166015625,134.096337890625,-1.0312089651027443,-0.5818263429775644,0.0,0.4181736570224356,1.2173078825042032
E0_N40,B02_010525_2212_XN_41N356W,37491,145.7373046875,20.48779296875,102.22412109375,133.64794921875,145.7373046875,154.1357421875,165.162109375,-2.123859005219381,-0.5900760265973927,0.0,0.40992397340260733,0.9481160180175886
E0_N40,B12_014138_2234_XN_43N356W,613,132.4150390625,26.208984375,88.5482421875,120.48828125,132.4150390625,146.697265625,166.79316406249998,-1.6737312765481782,-0.4550637156270959,0.0,0.5449362843729041,1.3116923764811081
E0_N40,B16_016037_2226_XN_42N000W,641,81.373046875,15.1904296875,62.958984375,73.7939453125,81.373046875,88.984375,100.646484375,-1.2122147219543555,-0.49893924783027965,0.0,0.5010607521697203,1.2687881710061073
E0_N40,B17_016182_2232_XN_43N356W,38736,121.94091796875,42.624267578125,68.216064453125,99.514404296875,121.94091796875,142.138671875,194.918212890625,-1.2604287784453774,-0.5261442588021009,0.0,0.4738557411978991,1.712106719209114
E0_N40,B19_017026_2202_XN_40N000W,1745,145.298828125,21.9091796875,119.083203125,135.5517578125,145.298828125,157.4609375,177.00800781249998,-1.1965589480722088,-0.44488522398038777,0.0,0.5551147760196122,1.447301092043681
E0_N40,B19_017105_2229_XI_42N357W,68097,124.958984375,33.0107421875,81.3623046875,107.9453125,124.958984375,140.9560546875,165.6142578125,-1.32068159630802,-0.5153980415939413,0.0,0.48460195840605863,1.231577078957489
E0_N40,D17_033812_2234_XN_43N000W,4680,125.28515625,26.31640625,87.15595703125,111.426025390625,125.28515625,137.742431640625,156.5640625,-1.448875612290337,-0.5266346296571174,0.0,0.47336537034288256,1.1885705803770226
E0_N40,F01_036357_2252_XN_45N000W,53600,125.63427734375,33.55517578125,84.187451171875,108.2109375,125.63427734375,141.76611328125,160.24726562499998,-1.2351842959211887,-0.5192444813084792,0.0,0.4807555186915208,1.031524570364226
E0_N40,F03_037003_2230_XN_43N357W,53363,128.8720703125,27.1044921875,87.3673828125,115.123046875,128.8720703125,142.2275390625,163.39169921874995,-1.5312844532516665,-0.5072599531615926,0.0,0.4927400468384075,1.2735759322644549
E0_N40,F04_037491_2226_XN_42N000W,19713,129.767578125,25.04296875,93.0998046875,115.7138671875,129.767578125,140.7568359375,152.54941406249998,-1.4641943534549993,-0.5611839026672906,0.0,0.43881609733270943,0.9097098736546552
